,Unnamed: 0,harvest_date,id,lat,lng,pdf,planted_date,tillage,year
38,38.0,HARVESTED: 10/07/2017 ,68066.0,39.0226845600245,-87.0134782791138,68066.pdf,PLANTED: 04/18/2017 ,TILLAGE: Field Cultivation / Disc,2017.0
39,39.0,HARVESTED: 09/05/2017 ,68447.0,37.276716446633,-95.5379247665405,68447.pdf,PLANTED: 04/10/2017 ,TILLAGE: Strip-Till,2017.0
40,40.0,HARVESTED: 11/06/2017 ,68750.0,42.5901836629864,-92.3361396789551,68750.pdf,PLANTED: 05/12/2017 ,TILLAGE: V-Rip,2017.0
41,41.0,HARVESTED: 11/12/2017 ,68479.0,43.4355636512505,-92.7679002285004,68479.pdf,PLANTED: 06/07/2017 ,TILLAGE: \V-Rip / Field Cultivation,2017.0
42,42.0,HARVESTED: 10/31/2017 ,68649.0,41.4016698431095,-87.7363430078964,68649.pdf,PLANTED: 04/24/2017 ,TILLAGE: Field Cultivation,2017.0
43,43.0,HARVESTED: 11/01/2017 ,68298.0,43.3892698802806,-96.2760709197246,68298.pdf,PLANTED: 05/11/2017 ,TILLAGE: Conv.-Till,2017.0
44,44.0,HARVESTED: 10/02/2017 ,68284.0,35.8121754757303,-90.4615116119385,68284.pdf,PLANTED: 05/09/2017 ,TILLAGE: Conv.-Till / Bedder-Roller,2017.0
45,45.0,"HARVESTED: 11/04/2017
ROW WIDTH: 30.0 inches

POPULATION: 35,000
",71265.0,40.9153071688595,-87.749185124421,71265.pdf,"PLANTED: 04/25/2017
HARVESTED: 11/04/2017
ROW WIDTH: 30.0 inches

",TILLAGE: Field Cultivation / Conv.-Till,2017.0
46,46.0,HARVESTED: 10/09/2017 ,67983.0,41.2652915974098,-90.0314998626709,67983.pdf,PLANTED: 04/23/2017 ,TILLAGE: Chisel,2017.0
47,47.0,HARVESTED: 10/28/2017 ,68300.0,43.1782712498365,-96.0590987255629,68300.pdf,PLANTED: 05/09/2017 ,TILLAGE: Conv.-Till,2017.0
48,48.0,HARVESTED: 10/01/2017 ,68189.0,41.8192397630953,-95.2078628540039,68189.pdf,PLANTED: 05/06/2017 ,TILLAGE: No-Till,2017.0
49,49.0,HARVESTED: 10/20/2017 ,71560.0,40.9185716316849,-83.823709487915,71560.pdf,PLANTED: 05/17/2017 ,TILLAGE: No-Till,2017.0
50,50.0,HARVESTED: 11/06/2017 ,68164.0,41.518410605719,-95.1225471496582,68164.pdf,PLANTED: 05/05/2017 ,TILLAGE: No-Till,2017.0
51,51.0,HARVESTED: 10/01/2017 ,68338.0,42.3027060215224,-93.7969779968262,68338.pdf,PLANTED: 05/17/2017 ,TILLAGE: Field Cultivation,2017.0
52,52.0,HARVESTED: 11/28/2017 ,68397.0,41.4399596899161,-82.7970027923584,68397.pdf,PLANTED: 04/28/2017 ,TILLAGE: No-Till,2017.0
53,53.0,HARVESTED: 11/04/2017 ,68695.0,40.9497929985373,-83.0734205245972,68695.pdf,PLANTED: 04/24/2017 ,TILLAGE: Chisel / Field Cultivation / Conv.-Till,2017.0
54,54.0,HARVESTED: 09/20/2017 ,68096.0,38.1573467872126,-87.0869708680848,68096.pdf,PLANTED: 05/01/2017 ,TILLAGE: No-Till,2017.0
55,55.0,HARVESTED: 09/30/2017 ,67997.0,39.049371417744,-93.1939276211265,67997.pdf,PLANTED: 04/19/2017 ,TILLAGE: Conv.-Till,2017.0
56,56.0,HARVESTED: 10/01/2017 ,57925.0,39.9225403256793,-91.7769527435303,57925.pdf,PLANTED: 04/18/2017 ,TILLAGE: Field Cultivation,2017.0
57,57.0,HARVESTED: 10/10/2017 ,68178.0,42.4948657127274,-89.6784038049806,68178.pdf,PLANTED: 05/05/2017 ,TILLAGE: Vertical-Till,2017.0
58,58.0,HARVESTED: 10/29/2017 ,68335.0,40.9295964369299,-93.175048828125,68335.pdf,PLANTED: 04/25/2017 ,TILLAGE: Field Cultivation,2017.0
59,59.0,HARVESTED: 09/11/2017 ,57890.0,39.6752201469043,-94.7042942047119,57890.pdf,PLANTED: 04/11/2017 ,TILLAGE: Field Cultivation,2017.0
60,60.0,HARVESTED: 11/09/2016 ,68670.0,41.377799453492,-88.1328847030626,68670.pdf,PLANTED: 04/21/2017 ,TILLAGE: Chisel,2017.0
61,61.0,HARVESTED: 10/18/2017 ,68348.0,38.0906019847176,-88.1805610656738,68348.pdf,PLANTED: 05/17/2017 ,TILLAGE: No-Till,2017.0
62,62.0,HARVESTED: 09/26/2017 ,57935.0,41.0057146175028,-94.2621374130249,57935.pdf,PLANTED: 04/16/2017 ,TILLAGE: Field Cultivation,2017.0
63,63.0,HARVESTED: 10/01/2017 ,71547.0,42.2295342290562,-92.6301097869873,71547.pdf,PLANTED: 04/24/2017 ,TILLAGE: Chisel / Field Cultivation,2017.0
64,64.0,HARVESTED: 11/10/2017 ,71467.0,42.4563309199297,-91.918830871582,71467.pdf,PLANTED: 05/16/2017 ,TILLAGE: Chisel,2017.0
65,65.0,HARVESTED: 10/16/2017 ,70409.0,37.1952664157464,-88.0533447814949,70409.pdf,PLANTED: 04/05/2017 ,TILLAGE: No-Till,2017.0
66,66.0,HARVESTED: 10/13/2017 ,68676.0,40.8348649782869,-85.0616995048482,68676.pdf,PLANTED: 05/16/2017 ,TILLAGE: In-Line Rip / Vertical-Till,2017.0
67,67.0,HARVESTED: 11/29/2017 ,71611.0,38.7641164505746,-86.093330681714,71611.pdf,PLANTED: 05/29/2017 ,TILLAGE: Vertical-Till,2017.0
68,68.0,HARVESTED: 11/28/2017 ,71610.0,38.7700265007594,-86.0895407203755,71610.pdf,PLANTED: 05/29/2017 ,TILLAGE: Vertical-Till,2017.0
69,69.0,HARVESTED: 10/20/2017 ,70708.0,38.6797141594818,-93.9563655853271,70708.pdf,PLANTED: 05/10/2017 ,TILLAGE: Min.-Till,2017.0
70,70.0,HARVESTED: 09/26/2017 ,57936.0,41.4183046765822,-94.1460728645325,57936.pdf,PLANTED: 04/13/2017 ,TILLAGE: Field Cultivation,2017.0
71,71.0,HARVESTED: 10/13/2017 ,68606.0,38.0210073640593,-88.8553726673126,68606.pdf,PLANTED: 05/15/2017 ,TILLAGE: Conv.-Till,2017.0
72,72.0,HARVESTED: 11/14/2017 ,71559.0,39.729806892828,-82.3891997337341,71559.pdf,PLANTED: 05/15/2017 ,TILLAGE: No-Till,2017.0
73,73.0,HARVESTED: 11/24/2017 ,71609.0,42.0868852752822,-85.407886505127,71609.pdf,PLANTED: 05/13/2017 ,TILLAGE: No-Till,2017.0
74,74.0,"HARVESTED:

ROW WIDTH: 30.0 inches

POPULATION: 34,000

PREVIOUS CROP: Soybeans

 

 

 

 

 

INSECTICIDE: None
HERBICIDE: Roundup PowerMAX®
TILLAGE: Field Cultivation

 

 

 

Entry Rows % Test % Actual Check Adj.

Company Brand Order No. Length Mois. Wt. Lodg. Yield’ Adj. _Yield' Rank
BECK'S 6274SX 9 8 384 206 58.7 -- 273.2 - - 1
BECK'S 6165AMX™"" 4 8 384 201 60.4 -- 265.8 - - 2
Pioneer P1197AMXT 7 8 384 208 579 - 264.1 - - 3
Dekalb DKC60-67 3 8 384 206 59.0 -- 261.3 - - 4
BECK'S 6127A3 5 8 384 21.5 57.7 -- 259.8 - - 5
BECK'S 6674SX 15 8 384 220 588 -- 254.5 - - 6
BECK'S 6225HR™ 12 8 384 20.7 606 -- 253.6 - - 7
BECK'S 6365AMX™"" 10 8 384 21.1 57.7 -- 252.0 - - 8
BECK'S 6076SX 2 8 384 209 579 -- 251.8 - - 9
BECK'S 6489SX 13 8 384 21.3 589 - 247.4 - - 10
BECK'S 5828AMX™"" 6 8 384 209 579 -- 245.8 - - 11
BECK'S 5828AMX™"" 1 8 384 203 58.7 -- 243.9 - - 12
BECK'S 6589V2P 14 8 384 214 59.9 -- 241.6 - - 13
Phoenix 5832A3” 8 8 384 203 584 - 238.7 - - 14
BECK'S 5828AMX™"" 11. 8 384 20.2 60.0 - 231.41 - - 15
Plot Averages (Non-Checker Rows): 20.8 58.8 - 252.3 -

1Yield = Bushels per acre corrected to 15% moisture.
XL°XL Optimum and AcreMax are registered trademarks of Pioneer. XL® brand seed is distributed by Beck's Superior Hybrids, Inc.

_) Phoenix **Phoenix® is a registered trademark of a Syngenta Group Company. Phoenix® brand seed is distributed by Beck's Superior Hybrids, Inc.

For a full list of all technology providers and legal information, visit http://beckshybrids.com/2018-Technology-Legal.pdf
WEIGHED BY: Beck's Hybrids-Carter Schulte

 
",68172.0,41.5405782697834,-91.4000701904297,68172.pdf,"PLANTED: 05/07/2017
10/17/2017 SOIL TEXTURE: Silt Loam

HARVESTED:

ROW WIDTH: 30.0 inches

",TILLAGE: Field Cultivation,2017.0
75,75.0,HARVESTED: 11/20/2017 ,68476.0,43.3573098397522,-92.6243591308594,68476.pdf,PLANTED: 05/05/2017 ,TILLAGE: Field Cultivation,2017.0
76,76.0,HARVESTED: 10/05/2017 ,70452.0,36.97,-88.82,70452.pdf,PLANTED: 05/09/2017 ,TILLAGE: No-Till,2017.0
77,77.0,HARVESTED: 11/10/2017 ,68546.0,41.3835027030719,-84.6798287536782,68546.pdf,PLANTED: 06/01/2017 ,TILLAGE: No-Till,2017.0
78,78.0,"HARVESTED: 10/17/2017

POPULATION:

34,000

",67980.0,41.2319929476225,-91.0413837432861,67980.pdf,"PLANTED: 04/24/2017
HARVESTED: 10/17/2017

",TILLAGE: Chisel,2017.0
79,79.0,HARVESTED: 09/21/2017 ,70688.0,40.5964234003349,-95.2139568328857,70688.pdf,PLANTED: 04/25/2017 ,TILLAGE: Field Cultivation,2017.0
80,80.0,"HARVESTED: 11/20/2017

POPULATION: 34,000
",68350.0,40.9491771433341,-93.3661937713623,68350.pdf,"PLANTED: 05/15/2017
HARVESTED: 11/20/2017

",TILLAGE: Field Cultivation,2017.0
81,81.0,HARVESTED: 10/03/2017 ,68681.0,39.246562249614,-93.5127067565918,68681.pdf,PLANTED: 05/10/2017 ,TILLAGE: Strip-Till,2017.0
82,82.0,HARVESTED: 09/25/2017 ,70456.0,39.2454674664953,-93.2791419113334,70456.pdf,PLANTED: 04/10/2017 ,TILLAGE: Conv.-Till,2017.0
83,83.0,HARVESTED: 09/15/2017 ,70457.0,39.2424429730816,-93.2815451706108,70457.pdf,PLANTED: 04/10/2017 ,TILLAGE: Conv.-Till,2017.0
84,84.0,HARVESTED: 11/10/2017 ,71552.0,43.3172647,-87.9575138,71552.pdf,PLANTED: 06/01/2017 ,TILLAGE: Vertical-Till,2017.0
85,85.0,HARVESTED: 09/23/2017 ,70445.0,37.9957568443387,-94.3962478637695,70445.pdf,PLANTED: 05/10/2017 ,TILLAGE: Conv.-Till,2017.0
86,86.0,HARVESTED: 09/27/2017 ,70477.0,37.9937276337087,-94.4271469116211,70477.pdf,PLANTED: 05/13/2017 ,TILLAGE: Vertical-Till,2017.0
87,87.0,HARVESTED: 10/01/2017 ,70696.0,42.2518377556815,-93.8769721984863,70696.pdf,PLANTED: 05/30/2017 ,TILLAGE: Field Cultivation,2017.0
88,88.0,HARVESTED: 10/26/2017 ,68361.0,42.954669447328,-95.0254562142039,68361.pdf,PLANTED: 05/15/2017 ,TILLAGE: Conv.-Till,2017.0
89,89.0,HARVESTED: 09/29/2017 ,68001.0,36.8949293160077,-94.0592765808105,68001.pdf,PLANTED: 04/10/2017 ,TILLAGE: No-Till,2017.0
90,90.0,HARVESTED: 11/21/2017 ,68654.0,43.0919578283357,-91.5945625305176,68654.pdf,PLANTED: 05/06/2017 ,TILLAGE: Chisel,2017.0
91,91.0,"HARVESTED:

ROW WIDTH: 30.0 inches

11/07/2017

POPULATION: 34,000
",57929.0,39.9,-85.73,57929.pdf,"PLANTED: 04/20/2017

HARVESTED:

ROW WIDTH: 30.0 inches

11/07/2017

",TILLAGE: Field Cultivation,2017.0
92,92.0,HARVESTED: 10/06/2017 ,68176.0,37.07,-86.48,68176.pdf,PLANTED: 05/03/2017 ,TILLAGE: Field Cultivation,2017.0
93,93.0,HARVESTED: 11/06/2017 ,71396.0,43.0275844908744,-95.1526737213135,71396.pdf,PLANTED: 05/12/2017 ,TILLAGE: Strip-Till,2017.0
94,94.0,HARVESTED: 11/17/2017 ,68265.0,43.2499079914773,-89.5204026834198,68265.pdf,PLANTED: 05/15/2017 ,TILLAGE: Conv.-Till,2017.0
95,95.0,HARVESTED: 10/13/2017 ,67995.0,39.0892566078734,-93.8734073684778,67995.pdf,PLANTED: 04/19/2017 ,TILLAGE: No-Till,2017.0
96,96.0,"HARVESTED:
ROW WIDTH: 30.0 inches

10/01/2017

POPULATION: 34,000
",68055.0,42.0625959680683,-92.0296812057495,68055.pdf,"PLANTED: 04/25/2017

HARVESTED:
ROW WIDTH: 30.0 inches

10/01/2017

",TILLAGE: Field Cultivation,2017.0
97,97.0,HARVESTED: 09/20/2017 ,57924.0,39.3906038369527,-91.5646505355835,57924.pdf,PLANTED: 04/14/2017 ,TILLAGE: Field Cultivation,2017.0
98,98.0,HARVESTED: 10/16/2017 ,67964.0,40.516573859751,-94.8591187858571,67964.pdf,PLANTED: 04/25/2017 ,TILLAGE: Conv.-Till,2017.0
99,99.0,HARVESTED: 10/04/2017 ,69399.0,39.5172099979229,-90.3586006164551,69399.pdf,PLANTED: 04/19/2017 ,TILLAGE: Chisel / Field Cultivation,2017.0
100,100.0,HARVESTED: 11/13/2017 ,68816.0,41.1308402517327,-87.7519230651843,68816.pdf,PLANTED: 04/30/2017 ,TILLAGE: Field Cultivation,2017.0
101,101.0,HARVESTED: 10/31/2017 ,71606.0,40.1947576190015,-85.6309497356415,71606.pdf,PLANTED: 04/26/2017 ,TILLAGE: Field Cultivation,2017.0
102,102.0,HARVESTED: 09/13/2017 ,68019.0,36.7010618369081,-87.534921169281,68019.pdf,PLANTED: 04/08/2017 ,TILLAGE: Min.-Till,2017.0
103,103.0,HARVESTED: 10/16/2017 ,70407.0,37.0138705382014,-87.2818732666921,70407.pdf,PLANTED: 05/18/2017 ,TILLAGE: Min.-Till,2017.0
104,104.0,HARVESTED: 10/13/2017 ,68069.0,41.2072047965332,-85.469191021565,68069.pdf,PLANTED: 04/24/2017 ,TILLAGE: Field Cultivation / Disk-Rip,2017.0
105,105.0,HARVESTED: 09/21/2017 ,70448.0,38.6772684762468,-85.9368181228638,70448.pdf,PLANTED: 05/04/2017 ,TILLAGE: No-Till,2017.0
106,106.0,HARVESTED: 10/01/2017 ,68356.0,42.0704492002575,-93.4633541107178,68356.pdf,PLANTED: 05/08/2017 ,TILLAGE: Disk-Rip,2017.0
107,107.0,HARVESTED: 10/30/2017 ,71430.0,43.6500151039139,-96.3664756531617,71430.pdf,PLANTED: 05/10/2017 ,TILLAGE: Conv.-Till,2017.0
108,108.0,HARVESTED: 10/26/2017 ,68171.0,36.7363201214236,-86.571200904845,68171.pdf,PLANTED: 04/29/2017 ,TILLAGE: No-Till,2017.0
109,109.0,HARVESTED: 10/01/2017 ,70408.0,35.7850254732352,-89.1172528266907,70408.pdf,PLANTED: 04/18/2017 ,TILLAGE: No-Till,2017.0
110,110.0,HARVESTED: 11/03/2017 ,68163.0,41.1021536587448,-94.8370099067688,68163.pdf,PLANTED: 05/06/2017 ,TILLAGE: Field Cultivation,2017.0
111,111.0,HARVESTED: 09/27/2017 ,67975.0,41.2354139397926,-90.3990268707275,67975.pdf,PLANTED: 04/22/2017 ,TILLAGE: Chisel,2017.0
112,112.0,HARVESTED: 10/26/2017 ,67981.0,41.1934460102966,-90.3603172302246,67981.pdf,PLANTED: 04/24/2017 ,TILLAGE: Chisel,2017.0
113,113.0,HARVESTED: 10/26/2017 ,71233.0,39.3770641935087,-85.1814130169901,71233.pdf,PLANTED: 05/16/2017 ,TILLAGE: Vertical-Till,2017.0
114,114.0,HARVESTED: 11/11/2017 ,68631.0,41.2489025224032,-88.4433746337891,68631.pdf,PLANTED: 04/22/2017 ,TILLAGE: No-Till,2017.0
115,115.0,HARVESTED: 11/05/2017 ,68455.0,42.8686682281537,-94.1897410998899,68455.pdf,PLANTED: 05/07/2017 ,TILLAGE: Field Cultivation,2017.0
116,116.0,HARVESTED: 10/28/2017 ,68617.0,43.4700406753356,-89.2255520539269,68617.pdf,PLANTED: 06/05/2017 ,TILLAGE: Field Cultivation,2017.0
117,117.0,HARVESTED: 11/09/2017 ,71605.0,40.3725089673982,-86.2143516540527,71605.pdf,PLANTED: 05/18/2017 ,TILLAGE: Chisel / Field Cultivation,2017.0
118,118.0,HARVESTED: 10/05/2017 ,68087.0,38.0395383345301,-86.8802774226622,68087.pdf,PLANTED: 05/01/2017 ,TILLAGE: Chisel / Disc,2017.0
119,119.0,HARVESTED: 10/01/2017 ,70497.0,39.5881289021614,-84.3660092353821,70497.pdf,PLANTED: 04/28/2017 ,TILLAGE: Chisel / Field Cultivation,2017.0
120,120.0,HARVESTED: 10/09/2017 ,67955.0,40.4981858636674,-89.2010803193594,67955.pdf,PLANTED: 04/22/2017 ,TILLAGE: Field Cultivation,2017.0
121,121.0,HARVESTED: 10/20/2017 ,67978.0,41.1995814645964,-90.7122230529785,67978.pdf,PLANTED: 04/25/2017 ,TILLAGE: Strip-Till,2017.0
122,122.0,"HARVESTED: 09/13/2017
ROW WIDTH: 30.0 inches

POPULATION: 32,000
",70432.0,38.0918770149688,-94.2069053649902,70432.pdf,"PLANTED: 04/12/2017
HARVESTED: 09/13/2017
ROW WIDTH: 30.0 inches

",TILLAGE: Conv.-Till,2017.0
123,123.0,HARVESTED: 11/04/2017 ,71284.0,40.2757538987284,-87.073296328184,71284.pdf,PLANTED: 05/25/2017 ,TILLAGE: Field Cultivation / Conv.-Till,2017.0
124,124.0,HARVESTED: 11/14/2017 ,68372.0,41.2538444765533,-84.2020174763149,68372.pdf,PLANTED: 05/18/2017 ,TILLAGE: Strip-Till,2017.0
125,125.0,HARVESTED: 11/01/2017 ,71216.0,43.7186985137576,-84.5681190490723,71216.pdf,PLANTED: 05/17/2017 ,TILLAGE: V-Rip / Field Cultivation,2017.0
126,126.0,HARVESTED: 09/07/2017 ,70416.0,37.4290012965766,-95.2712059020996,70416.pdf,PLANTED: 04/14/2017 ,TILLAGE: Conv.-Till,2017.0
127,127.0,HARVESTED: 10/30/2017 ,68613.0,41.3633786287615,-83.5618829727173,68613.pdf,PLANTED: 05/28/2017 ,TILLAGE: Strip-Till,2017.0
128,128.0,HARVESTED: 10/18/2017 ,68005.0,42.9745112175322,-90.8501392588759,68005.pdf,PLANTED: 04/25/2017 ,TILLAGE: Conv.-Till,2017.0
129,129.0,HARVESTED: 09/13/2017 ,67988.0,39.1881301644817,-93.7441794296048,67988.pdf,PLANTED: 04/13/2017 ,TILLAGE: No-Till,2017.0
130,130.0,HARVESTED: 11/09/2017 ,71630.0,39.7850594885863,-82.9656600952148,71630.pdf,PLANTED: 05/17/2017 ,TILLAGE: No-Till,2017.0
131,131.0,HARVESTED: 10/31/2017 ,69419.0,36.758828349727,-85.3298664093018,69419.pdf,PLANTED: 04/25/2017 ,TILLAGE: No-Till,2017.0
132,132.0,HARVESTED: 10/03/2017 ,68603.0,38.5190180717485,-88.8415861129761,68603.pdf,PLANTED: 04/18/2017 ,TILLAGE: N/A,2017.0
133,133.0,HARVESTED: 09/26/2017 ,68481.0,42.4874633435973,-94.3587183952332,68481.pdf,PLANTED: 04/17/2017 ,TILLAGE: Conv.-Till,2017.0
134,134.0,HARVESTED: 10/01/2017 ,71031.0,40.3707434131684,-89.1655111312866,71031.pdf,PLANTED: 04/24/2017 ,TILLAGE: V-Rip / Vertical-Till,2017.0
135,135.0,HARVESTED: 10/20/2017 ,69423.0,38.5717230893457,-84.4095039367676,69423.pdf,PLANTED: 04/25/2017 ,TILLAGE: Disc,2017.0
136,136.0,HARVESTED: 09/22/2017 ,68174.0,36.6836542355878,-86.5780251693713,68174.pdf,PLANTED: 05/05/2017 ,TILLAGE: No-Till,2017.0
137,137.0,HARVESTED: 10/03/2017 ,68314.0,40.8429048772968,-89.3993139266968,68314.pdf,PLANTED: 05/16/2017 ,TILLAGE: Field Cultivation,2017.0
138,138.0,HARVESTED: 09/20/2017 ,68044.0,39.3729901530694,-92.0044898986816,68044.pdf,PLANTED: 04/24/2017 ,TILLAGE: Vertical-Till,2017.0
139,139.0,HARVESTED: 11/06/2017 ,68220.0,42.1508052951781,-92.5165557861328,68220.pdf,PLANTED: 05/05/2017 ,TILLAGE: No-Till,2017.0
140,140.0,HARVESTED: 09/30/2017 ,57901.0,37.6929897806257,-87.2068977355957,57901.pdf,PLANTED: 04/14/2017 ,TILLAGE: No-Till,2017.0
141,141.0,HARVESTED: 09/28/2017 ,68122.0,41.0316181746263,-89.5635080337524,68122.pdf,PLANTED: 04/22/2017 ,TILLAGE: Field Cultivation,2017.0
